Date,Employee Name,Employee ID,Tenure,Compensation (Monthly),Date of Birth,Gender,Education,HR Event,Region,Business Function,Job Family,Job Level,Notes,Distinct ID
4/24/2015,John Rhim,9edAm6YPMswAnkyNvM3rvZ,26,7697.83,5/12/1979,Male,BS,UPDATED,APAC,Corporate,Executive Team,VP & above,,FALSE
1/24/2014,John Rhim,9edAm6YPMswAnkyNvM3rvZ,12,8211.37,5/12/1979,Male,BS,UPDATED,APAC,Corporate,Executive Team,VP & above,,FALSE
1/15/2015,John Rhim,9edAm6YPMswAnkyNvM3rvZ,23,8211.37,5/12/1979,Male,BS,SEPARATED,APAC,Corporate,Executive Team,VP & above,career change,FALSE
12/12/2014,Melissa Sale,2ThV2tHLE75GKibmoQGq4g,0,4255.68,3/26/1983,Female,MS,HIRED,APAC,Development,R&D,Entry,,FALSE
12/12/2015,Melissa Sale,2ThV2tHLE75GKibmoQGq4g,12,4611.03,3/26/1983,Female,MS,UPDATED,APAC,Development,R&D,Entry,,TRUE
1/24/2013,Jacqueline Beaty,FU7cKaXTVSeCNtUDtSG9AB,0,5221.52,6/2/1977,Female,BS,HIRED,APAC,Development,R&D,Manager,,FALSE
1/24/2014,Jacqueline Beaty,FU7cKaXTVSeCNtUDtSG9AB,12,5416.76,6/2/1977,Female,BS,UPDATED,APAC,Development,R&D,Manager,,TRUE
7/15/2014,Jacqueline Beaty,FU7cKaXTVSeCNtUDtSG9AB,17,5416.76,6/2/1977,Female,BS,SEPARATED,APAC,Development,R&D,Manager,career change,FALSE
7/25/2012,Mae Bailey,2MjgwkjoqeUwez3gJhQLQR,0,4616.28,9/30/1978,Female,MS,HIRED,APAC,Development,R&D,Senior,,FALSE
5/29/2016,Mae Bailey,2MjgwkjoqeUwez3gJhQLQR,46,4616.28,9/30/1978,Female,MS,UPDATED,APAC,Development,R&D,Manager,,TRUE
7/25/2014,Mae Bailey,2MjgwkjoqeUwez3gJhQLQR,24,4820.36,9/30/1978,Female,MS,UPDATED,APAC,Development,R&D,Manager,,FALSE
7/25/2013,Mae Bailey,2MjgwkjoqeUwez3gJhQLQR,12,5111.62,9/30/1978,Female,MS,UPDATED,APAC,Development,R&D,Manager,,FALSE
3/31/2013,Mae Bailey,2MjgwkjoqeUwez3gJhQLQR,8,5111.62,9/30/1978,Female,MS,UPDATED,APAC,Development,R&D,VP & above,,FALSE
12/21/2014,Mae Bailey,2MjgwkjoqeUwez3gJhQLQR,28,5111.62,9/30/1978,Female,MS,SEPARATED,APAC,Development,R&D,VP & above,personal situation,FALSE
12/30/2016,Eugene Fuller,WfofQhC2dC2HvPBPEe62pV,0,5835.05,2/25/1977,Male,PhD,HIRED,APAC,Development,R&D,VP & above,,FALSE
1/15/2015,Francisco Essig,nhbiJZ2mGp9BzprXB9qYAa,0,4178.36,12/11/1981,Male,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
9/7/2015,Francisco Essig,nhbiJZ2mGp9BzprXB9qYAa,7,4178.36,12/11/1981,Male,BS,UPDATED,APAC,Development,Quality,Entry,,TRUE
4/12/2016,Francisco Essig,nhbiJZ2mGp9BzprXB9qYAa,14,4178.36,12/11/1981,Male,BS,SEPARATED,APAC,Development,Quality,Entry,life event,FALSE
8/1/2016,Joe Davis,ehGGVMt3Nt2fYQv4uzBFrV,0,3621.09,1/24/1977,Male,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
2/27/2015,Yanira Ingram,6yVp5BqKyL5BoBAzL55o3S,0,3661.62,3/23/1981,Female,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
9/4/2015,Yanira Ingram,6yVp5BqKyL5BoBAzL55o3S,6,3661.62,3/23/1981,Female,BS,SEPARATED,APAC,Sales,Acct Mgmt,Senior,personal situation,FALSE
3/28/2015,Helen Carlson,yFSJnjMPavVt3q36vr9xUP,0,4265.61,1/22/1982,Female,MS,HIRED,APAC,Development,R&D,Entry,,FALSE
11/13/2016,Helen Carlson,yFSJnjMPavVt3q36vr9xUP,19,4265.61,1/22/1982,Female,MS,UPDATED,APAC,Development,R&D,Senior,,TRUE
10/6/2016,Helen Carlson,yFSJnjMPavVt3q36vr9xUP,18,4265.61,1/22/1982,Female,MS,UPDATED,APAC,Development,R&D,VP & above,,FALSE
3/27/2016,Helen Carlson,yFSJnjMPavVt3q36vr9xUP,12,4448.31,1/22/1982,Female,MS,UPDATED,APAC,Development,R&D,VP & above,,FALSE
7/27/2015,Lashaun Lee,XFLvwHUgZRHvJaGNUcAV8Y,0,3666.78,6/19/1984,Female,MS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
7/26/2016,Lashaun Lee,XFLvwHUgZRHvJaGNUcAV8Y,12,3936.49,6/19/1984,Female,MS,UPDATED,APAC,Sales,Acct Mgmt,Senior,,TRUE
8/27/2016,Cheryl King,ziouYxUaiQo59TuFf3eVBL,0,3569.32,1/17/1976,Female,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
7/1/2014,Becky Turner,owv2cuJVwijjAmFfkQoyJ6,0,4204.62,6/21/1979,Female,MS,HIRED,APAC,Development,R&D,Entry,,FALSE
2/28/2015,Becky Turner,owv2cuJVwijjAmFfkQoyJ6,7,4204.62,6/21/1979,Female,MS,UPDATED,APAC,Development,R&D,Senior,,TRUE
10/15/2015,Becky Turner,owv2cuJVwijjAmFfkQoyJ6,15,4204.62,6/21/1979,Female,MS,SEPARATED,APAC,Development,R&D,Senior,personal situation,FALSE
8/15/2016,Timothy Bermudez,m97U8LAe536fcXWdkWFEXM,0,4219.12,12/31/1979,Male,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
9/28/2015,Peggy Tressler,8cpfZsYKZMEhaHNS7wzHEB,0,4159.46,3/2/1985,Female,PhD,HIRED,APAC,Development,R&D,Entry,,FALSE
9/27/2016,Peggy Tressler,8cpfZsYKZMEhaHNS7wzHEB,12,4433.74,3/2/1985,Female,PhD,UPDATED,APAC,Development,R&D,Entry,,TRUE
12/19/2016,Charles Dunn,93hKmx2ivQDmmsJPRyiE6D,0,3679.93,3/26/1983,Male,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
10/5/2014,Lydia Nett,zC2qgfUQfGffgFKjwgxguZ,0,3671.47,9/12/1976,Female,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
10/5/2015,Lydia Nett,zC2qgfUQfGffgFKjwgxguZ,12,3892.96,9/12/1976,Female,BS,UPDATED,APAC,Sales,Acct Mgmt,Senior,,TRUE
9/26/2016,Lydia Nett,zC2qgfUQfGffgFKjwgxguZ,23,3892.96,9/12/1976,Female,BS,SEPARATED,APAC,Sales,Acct Mgmt,Senior,retirement,FALSE
10/2/2015,Stacey Franklin,e4KVepmg4aGNCkanwnHywe,0,4024.91,9/29/1974,Female,BS,HIRED,APAC,Sales,Acct Mgmt,Manager,,FALSE
10/1/2016,Stacey Franklin,e4KVepmg4aGNCkanwnHywe,11,4202.9,9/29/1974,Female,BS,UPDATED,APAC,Sales,Acct Mgmt,Manager,,TRUE
4/3/2016,Lisa Mcguinness,63zYgGE7FWZYDg4ZTjHeia,0,4421.45,3/6/1979,Female,BS,HIRED,APAC,Sales,Acct Mgmt,VP & above,,FALSE
11/5/2011,James Wildey,Nup9wpyDegbbfYm9QjVv2Z,0,2884.69,4/4/1977,Male,PhD,HIRED,APAC,Marketing,Doc & Training,Entry,,FALSE
11/9/2013,James Wildey,Nup9wpyDegbbfYm9QjVv2Z,24,2884.69,4/4/1977,Male,PhD,UPDATED,APAC,Marketing,Product Management,Senior,,TRUE
11/4/2012,James Wildey,Nup9wpyDegbbfYm9QjVv2Z,12,3061.13,4/4/1977,Male,PhD,UPDATED,APAC,Marketing,Product Management,Senior,,FALSE
7/12/2013,James Wildey,Nup9wpyDegbbfYm9QjVv2Z,20,3061.13,4/4/1977,Male,PhD,SEPARATED,APAC,Marketing,Product Management,Senior,personal situation,FALSE
6/23/2016,Gary Quint,m53mBMNtSc4MB6WuWrLSHc,0,3692.77,6/23/1977,Male,PhD,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
2/10/2015,Aaron Hobgood,5sMxENAFbDSQJEQuHaJzk3,0,4514.64,3/10/1977,Male,BS,HIRED,APAC,Sales,Acct Mgmt,VP & above,,FALSE
2/10/2016,Aaron Hobgood,5sMxENAFbDSQJEQuHaJzk3,12,4755.6,3/10/1977,Male,BS,UPDATED,APAC,Sales,Acct Mgmt,VP & above,,TRUE
5/20/2016,Aaron Hobgood,5sMxENAFbDSQJEQuHaJzk3,15,4755.6,3/10/1977,Male,BS,SEPARATED,APAC,Sales,Acct Mgmt,VP & above,retirement,FALSE
11/13/2015,Elizabeth Williams,JuxEEZhfHoS5UwF4NMzeQf,0,4243.94,7/6/1985,Female,PhD,HIRED,APAC,Development,R&D,Entry,,FALSE
11/12/2016,Elizabeth Williams,JuxEEZhfHoS5UwF4NMzeQf,12,4380.2,7/6/1985,Female,PhD,UPDATED,APAC,Development,R&D,Entry,,TRUE
10/7/2016,Larry Crocker,RKuoPMxs6UrC5uwSoX8RdT,0,4233.51,7/8/1980,Male,PhD,HIRED,APAC,Development,R&D,Entry,,FALSE
10/18/2016,Iona Ladd,hWnveri7Ps5qkPDLryGMyC,0,5715.89,1/7/1976,Female,BS,HIRED,APAC,Development,R&D,VP & above,,FALSE
11/3/2016,Darlene Berry,kvMjZmgW2Eop4rKYRqo4cb,0,4914.19,9/21/1971,Female,PhD,HIRED,APAC,Development,R&D,Senior,,FALSE
5/18/2016,Julia Sokol,3XP7HpCWiasCp4rhByNPWd,0,4819.31,4/10/1975,Female,MS,HIRED,APAC,Development,Quality,Senior,,FALSE
12/15/2016,Robert Riddick,GDRNZXndz4mxwadcr8wcYk,0,3262.51,10/15/1981,Male,BS,HIRED,APAC,Marketing,Advertising,Senior,,FALSE
12/25/2014,Linda Boyd,nRXnb3gzoMBvisL488YBKf,0,3476.63,8/13/1980,Female,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
11/10/2016,Linda Boyd,nRXnb3gzoMBvisL488YBKf,22,3476.63,8/13/1980,Female,BS,SEPARATED,APAC,Sales,Acct Mgmt,Senior,personal situation,FALSE
6/27/2013,Margery Rodriguez,3tbw9dSFne49jmMJcsuEg6,0,4871.83,6/23/1981,Female,PhD,HIRED,APAC,Development,R&D,Senior,,FALSE
12/19/2016,Margery Rodriguez,3tbw9dSFne49jmMJcsuEg6,41,4871.83,6/23/1981,Female,PhD,UPDATED,APAC,Development,Quality,Entry,,TRUE
8/23/2014,Margery Rodriguez,3tbw9dSFne49jmMJcsuEg6,13,4871.83,6/23/1981,Female,PhD,SEPARATED,APAC,Development,Quality,Entry,career change,FALSE
6/16/2011,Jorge Brown,ibDaYBzGZdQagLHeh6puYH,0,4216.43,9/1/1979,Male,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
5/30/2012,Jorge Brown,ibDaYBzGZdQagLHeh6puYH,11,4216.43,9/1/1979,Male,BS,UPDATED,APAC,Development,Quality,Entry,,TRUE
2/5/2012,Jorge Brown,ibDaYBzGZdQagLHeh6puYH,7,4216.43,9/1/1979,Male,BS,UPDATED,APAC,Development,R&D,Manager,,FALSE
11/26/2012,Jorge Brown,ibDaYBzGZdQagLHeh6puYH,17,4216.43,9/1/1979,Male,BS,SEPARATED,APAC,Development,R&D,Manager,alternative opportunity,FALSE
1/23/2016,Patricia Session,iEHGYfju3KkUxrAooeqfGP,0,3556.02,2/15/1980,Female,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
12/18/2015,Teri Erickson,otkNd6FivaGtPuNJjhgJdc,0,3023.23,8/10/1983,Female,MS,HIRED,APAC,Operations,Support,Senior,,FALSE
12/17/2016,Teri Erickson,otkNd6FivaGtPuNJjhgJdc,12,3284.63,8/10/1983,Female,MS,UPDATED,APAC,Operations,Support,Senior,,TRUE
12/4/2014,Corinne Waller,T2L5QqQjydxAJkYknMLXCM,0,4616.44,5/6/1983,Female,MS,HIRED,APAC,Development,R&D,Senior,,FALSE
12/4/2015,Corinne Waller,T2L5QqQjydxAJkYknMLXCM,12,4812.59,5/6/1983,Female,MS,UPDATED,APAC,Development,R&D,Senior,,TRUE
5/14/2016,Corinne Waller,T2L5QqQjydxAJkYknMLXCM,17,4812.59,5/6/1983,Female,MS,SEPARATED,APAC,Development,R&D,Senior,retirement,FALSE
2/17/2016,Marsha Love,qLYCZJpWVhYsaaxngAtT8n,0,5421.01,5/27/1976,Female,BS,HIRED,APAC,Development,R&D,Manager,,FALSE
2/3/2016,Phyllis Daniels,7kFCQSAhP2AgPaxqftiHYZ,0,4572.08,5/24/1979,Female,BS,HIRED,APAC,Development,R&D,Senior,,FALSE
6/7/2016,Michelle Adkins,W5BLDn5sYmHa7Vv5YJgivB,0,4143.79,9/10/1979,Female,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
6/5/2016,Sandra Haynes,opiWVmj827qyZrkSfzh3VN,0,5794.23,5/30/1979,Female,BS,HIRED,APAC,Development,R&D,VP & above,,FALSE
2/19/2016,Elizabeth Mealer,XkfMS5JGFrmNJDuGL4N8nn,0,2712.75,12/11/1978,Female,BS,HIRED,APAC,Operations,Support,Entry,,FALSE
7/19/2012,Suk Alvarez,a8CQN3uyXmVfamnbK4a9Rc,0,4220.48,11/29/1980,Female,MS,HIRED,APAC,Development,R&D,Entry,,FALSE
7/19/2013,Suk Alvarez,a8CQN3uyXmVfamnbK4a9Rc,12,4466.83,11/29/1980,Female,MS,UPDATED,APAC,Development,R&D,Entry,,TRUE
10/16/2013,Suk Alvarez,a8CQN3uyXmVfamnbK4a9Rc,14,4466.83,11/29/1980,Female,MS,SEPARATED,APAC,Development,R&D,Entry,personal situation,FALSE
1/4/2014,Mary Leveille,tfo46BrsQ9yTLHPzwDkFC6,0,5703.33,3/1/1982,Female,PhD,HIRED,APAC,Development,R&D,VP & above,,FALSE
1/4/2016,Mary Leveille,tfo46BrsQ9yTLHPzwDkFC6,24,6318.75,3/1/1982,Female,PhD,UPDATED,APAC,Development,R&D,VP & above,,TRUE
6/8/2016,Mary Leveille,tfo46BrsQ9yTLHPzwDkFC6,29,6318.75,3/1/1982,Female,PhD,SEPARATED,APAC,Development,R&D,VP & above,life event,FALSE
1/31/2016,Paula Lewis,MsW7LKPAfrD24xML2oruiJ,0,4184.5,7/9/1978,Female,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
7/19/2016,Joyce Mercado,UxsbymuDB2bAXx39ihArxg,0,4127.76,12/10/1980,Female,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
12/12/2016,Aileen Alcott,UwugX7ijtiuh83DgL6vDZn,0,4051.29,5/10/1984,Female,MS,HIRED,APAC,Development,R&D,Entry,,FALSE
1/28/2016,Benita Price,BrNqr47cXtFxM23ENvhGCV,0,4772.31,12/16/1982,Female,BS,HIRED,APAC,Development,R&D,Senior,,FALSE
7/28/2012,Cindy Patterson,tByCJKixHHmMFLW6ZrptHj,0,3615.96,11/12/1987,Female,PhD,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
7/28/2014,Cindy Patterson,tByCJKixHHmMFLW6ZrptHj,24,3855.19,11/12/1987,Female,PhD,UPDATED,APAC,Sales,Acct Mgmt,Senior,,TRUE
7/28/2013,Cindy Patterson,tByCJKixHHmMFLW6ZrptHj,12,3975.48,11/12/1987,Female,PhD,UPDATED,APAC,Sales,Acct Mgmt,Senior,,FALSE
9/28/2012,Cindy Patterson,tByCJKixHHmMFLW6ZrptHj,2,3975.48,11/12/1987,Female,PhD,UPDATED,APAC,Sales,Acct Mgmt,VP & above,,FALSE
12/21/2014,Cindy Patterson,tByCJKixHHmMFLW6ZrptHj,28,3975.48,11/12/1987,Female,PhD,SEPARATED,APAC,Sales,Acct Mgmt,VP & above,retirement,FALSE
2/15/2014,Angela Guidice,XsMYSXPiNL2ooMoUnAG4Rg,0,5436.41,12/14/1979,Female,BS,HIRED,APAC,Development,R&D,Manager,,FALSE
6/12/2015,Angela Guidice,XsMYSXPiNL2ooMoUnAG4Rg,15,5436.41,12/14/1979,Female,BS,UPDATED,APAC,Development,R&D,VP & above,,TRUE
2/15/2015,Angela Guidice,XsMYSXPiNL2ooMoUnAG4Rg,12,5845.38,12/14/1979,Female,BS,UPDATED,APAC,Development,R&D,VP & above,,FALSE
2/11/2016,Angela Guidice,XsMYSXPiNL2ooMoUnAG4Rg,23,5845.38,12/14/1979,Female,BS,SEPARATED,APAC,Development,R&D,VP & above,personal situation,FALSE
1/7/2013,Richard Riecke,J2cwUnEjeEX3VNAQ7NAtck,0,3564.86,4/17/1979,Male,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
3/13/2015,Richard Riecke,J2cwUnEjeEX3VNAQ7NAtck,26,3564.86,4/17/1979,Male,BS,UPDATED,APAC,Sales,Acct Mgmt,Manager,,TRUE
9/27/2014,Richard Riecke,J2cwUnEjeEX3VNAQ7NAtck,20,3564.86,4/17/1979,Male,BS,SEPARATED,APAC,Sales,Acct Mgmt,Manager,life event,FALSE
1/5/2014,Robert Vail,ccNtxqL7EEvgusVDs6FLc8,0,4734.43,1/21/1979,Male,BS,HIRED,APAC,Development,Quality,Senior,,FALSE
1/5/2015,Robert Vail,ccNtxqL7EEvgusVDs6FLc8,12,5175.01,1/21/1979,Male,BS,UPDATED,APAC,Development,Quality,Senior,,TRUE
1/18/2014,Robert Vail,ccNtxqL7EEvgusVDs6FLc8,0,5175.01,1/21/1979,Male,BS,UPDATED,APAC,Development,R&D,Manager,,FALSE
5/11/2015,Robert Vail,ccNtxqL7EEvgusVDs6FLc8,16,5175.01,1/21/1979,Male,BS,SEPARATED,APAC,Development,R&D,Manager,personal situation,FALSE
12/7/2016,Pauline Mcclelland,cHpXZhME2dmxce5MY7Het2,0,2787.52,1/29/1977,Female,PhD,HIRED,APAC,Operations,Engineering,Entry,,FALSE
6/2/2014,Gertrude Chipman,MMpCVe7ktsFgJgiCT4WGLF,0,3085.22,2/11/1978,Female,BS,HIRED,APAC,Operations,Support,Senior,,FALSE
10/16/2016,Gertrude Chipman,MMpCVe7ktsFgJgiCT4WGLF,28,3085.22,2/11/1978,Female,BS,UPDATED,APAC,Operations,Engineering,Manager,,TRUE
7/26/2015,Gertrude Chipman,MMpCVe7ktsFgJgiCT4WGLF,13,3085.22,2/11/1978,Female,BS,SEPARATED,APAC,Operations,Engineering,Manager,career change,FALSE
11/9/2016,Roberta Walsh,qKN9HLRyBhTkMWNfhdryQQ,0,4294.09,9/5/1971,Female,MS,HIRED,APAC,Development,Quality,Entry,,FALSE
12/30/2015,Annette Lebron,iuQvTSPBARyJrk7iUGqiU8,0,4193.56,9/7/1977,Female,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
7/17/2014,Donald Chynoweth,wSLTbzPAWwTpNAJgpeztLA,0,4229.67,2/26/1983,Male,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
7/16/2016,Donald Chynoweth,wSLTbzPAWwTpNAJgpeztLA,24,4344.41,2/26/1983,Male,BS,UPDATED,APAC,Development,R&D,Entry,,TRUE
7/17/2015,Donald Chynoweth,wSLTbzPAWwTpNAJgpeztLA,12,4610.86,2/26/1983,Male,BS,UPDATED,APAC,Development,R&D,Entry,,FALSE
12/18/2016,Donald Chynoweth,wSLTbzPAWwTpNAJgpeztLA,29,4610.86,2/26/1983,Male,BS,SEPARATED,APAC,Development,R&D,Entry,alternative opportunity,FALSE
7/19/2016,Perry Brown,ogEXbYsmdhark4voZxPmGn,0,4084.62,3/28/1984,Male,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
9/22/2016,Perry Brown,ogEXbYsmdhark4voZxPmGn,2,4084.62,3/28/1984,Male,BS,UPDATED,APAC,Development,Quality,Entry,,TRUE
10/3/2016,Judith Ulrich,zZmwREThdjEw5DpcVdv9rP,0,5748.78,1/31/1981,Female,MS,HIRED,APAC,Development,R&D,VP & above,,FALSE
12/19/2013,Robert Poling,6sNzqCjDAX8qXwZzPFoXj8,0,4122.35,12/31/1983,Male,BS,HIRED,APAC,Sales,Acct Mgmt,Manager,,FALSE
12/28/2014,Robert Poling,6sNzqCjDAX8qXwZzPFoXj8,12,4122.35,12/31/1983,Male,BS,UPDATED,APAC,Sales,Acct Mgmt,VP & above,,TRUE
12/19/2014,Robert Poling,6sNzqCjDAX8qXwZzPFoXj8,12,4447.31,12/31/1983,Male,BS,UPDATED,APAC,Sales,Acct Mgmt,VP & above,,FALSE
7/23/2016,Robert Poling,6sNzqCjDAX8qXwZzPFoXj8,31,4447.31,12/31/1983,Male,BS,SEPARATED,APAC,Sales,Acct Mgmt,VP & above,career change,FALSE
5/24/2015,Joseph Windus,yi9DawwbFtQ4MSPwXARJiX,0,3610.06,4/3/1984,Male,PhD,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
5/27/2016,Steven Gipson,M8Qx7XuGZnrHKcCgXZCQYf,0,4222.45,4/24/1983,Male,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
10/9/2014,Deborah Schmidt,xDLiLCZN588eFyrFdpm4DW,0,5273.56,7/29/1975,Female,BS,HIRED,APAC,Development,R&D,Manager,,FALSE
10/9/2015,Deborah Schmidt,xDLiLCZN588eFyrFdpm4DW,12,5599.02,7/29/1975,Female,BS,UPDATED,APAC,Development,R&D,Manager,,TRUE
6/17/2016,Deborah Schmidt,xDLiLCZN588eFyrFdpm4DW,20,5599.02,7/29/1975,Female,BS,SEPARATED,APAC,Development,R&D,Manager,career change,FALSE
3/1/2016,Charles Brotzman,G8ptBJs4V3okrS9GvMRx8h,0,4288.18,6/11/1981,Male,PhD,HIRED,APAC,Development,R&D,Entry,,FALSE
9/4/2016,Roy Moody,sGLga3m6A94aB3BCYKWzxK,0,2725.39,2/26/1979,Male,MS,HIRED,APAC,Operations,Engineering,Entry,,FALSE
4/10/2016,Mary Meagher,LKmZHwLKLrjP7TmQbYeV5X,0,5272.58,3/8/1980,Female,PhD,HIRED,APAC,Development,R&D,Manager,,FALSE
7/30/2016,Robert Neider,5Fv9ooApBxA2YhvCBJfeWH,0,5200.78,1/11/1978,Male,PhD,HIRED,APAC,Development,R&D,Manager,,FALSE
10/21/2013,Ronald Caban,Fqw8vDBM9fJbS5zpFpZiWX,0,3714.97,1/10/1979,Male,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
8/13/2015,Ronald Caban,Fqw8vDBM9fJbS5zpFpZiWX,21,3714.97,1/10/1979,Male,BS,UPDATED,APAC,Sales,Acct Mgmt,VP & above,,TRUE
2/4/2015,Ronald Caban,Fqw8vDBM9fJbS5zpFpZiWX,15,3714.97,1/10/1979,Male,BS,SEPARATED,APAC,Sales,Acct Mgmt,VP & above,retirement,FALSE
7/5/2013,Louise Nunez,uWTf5xdDcKcCMKW7dekWmg,0,4156.66,8/29/1979,Female,BS,HIRED,APAC,Development,Quality,Entry,,FALSE
5/2/2016,Louise Nunez,uWTf5xdDcKcCMKW7dekWmg,33,4156.66,8/29/1979,Female,BS,UPDATED,APAC,Development,R&D,Manager,,TRUE
7/5/2014,Louise Nunez,uWTf5xdDcKcCMKW7dekWmg,12,4405.95,8/29/1979,Female,BS,UPDATED,APAC,Development,R&D,Manager,,FALSE
10/13/2015,Louise Nunez,uWTf5xdDcKcCMKW7dekWmg,27,4405.95,8/29/1979,Female,BS,SEPARATED,APAC,Development,R&D,Manager,career change,FALSE
4/19/2016,Allison Bozeman,GAZm5rpsYU4hybN3LYVuNk,0,4700.8,1/3/1983,Female,MS,HIRED,APAC,Development,R&D,Senior,,FALSE
8/25/2015,Harriet Martinez,3MQzPqvXwj9a3FqosS362F,0,5314.88,3/2/1981,Female,BS,HIRED,APAC,Development,R&D,Manager,,FALSE
8/24/2016,Harriet Martinez,3MQzPqvXwj9a3FqosS362F,12,5655.44,3/2/1981,Female,BS,UPDATED,APAC,Development,R&D,Manager,,TRUE
6/15/2013,Nicole Kueny,L3n6pEBTV2o8eqhaWGD7xd,0,5333.84,1/4/1978,Female,MS,HIRED,APAC,Development,R&D,Manager,,FALSE
6/15/2015,Nicole Kueny,L3n6pEBTV2o8eqhaWGD7xd,24,5575.25,1/4/1978,Female,MS,UPDATED,APAC,Development,R&D,Manager,,TRUE
6/15/2014,Nicole Kueny,L3n6pEBTV2o8eqhaWGD7xd,12,6106.77,1/4/1978,Female,MS,UPDATED,APAC,Development,R&D,Manager,,FALSE
3/25/2014,Nicole Kueny,L3n6pEBTV2o8eqhaWGD7xd,9,6106.77,1/4/1978,Female,MS,UPDATED,APAC,Development,R&D,VP & above,,FALSE
9/16/2015,Nicole Kueny,L3n6pEBTV2o8eqhaWGD7xd,27,6106.77,1/4/1978,Female,MS,SEPARATED,APAC,Development,R&D,VP & above,career change,FALSE
5/16/2014,Darnell Jackson,6kH8BXVuSoHd2sV672MDrC,0,4256.71,3/21/1984,Male,BS,HIRED,APAC,Development,Quality,Entry,,FALSE
10/21/2016,Darnell Jackson,6kH8BXVuSoHd2sV672MDrC,29,4256.71,3/21/1984,Male,BS,UPDATED,APAC,Development,R&D,VP & above,,TRUE
5/16/2015,Darnell Jackson,6kH8BXVuSoHd2sV672MDrC,12,4400.7,3/21/1984,Male,BS,UPDATED,APAC,Development,R&D,VP & above,,FALSE
2/14/2015,Elizabeth Cannaday,KubS2tFsXCT9EwSvEkDum5,0,4482.83,6/23/1982,Female,BS,HIRED,APAC,Sales,Acct Mgmt,VP & above,,FALSE
3/5/2014,Terrence Dumar,bFht5c85qbcDXyqdKAURj9,0,4693.84,3/30/1978,Male,MS,HIRED,APAC,Development,Quality,Senior,,FALSE
3/5/2015,Terrence Dumar,bFht5c85qbcDXyqdKAURj9,12,5120.86,3/30/1978,Male,MS,UPDATED,APAC,Development,Quality,Senior,,TRUE
7/26/2014,Terrence Dumar,bFht5c85qbcDXyqdKAURj9,4,5120.86,3/30/1978,Male,MS,UPDATED,APAC,Development,R&D,Manager,,FALSE
6/5/2015,Terrence Dumar,bFht5c85qbcDXyqdKAURj9,15,5120.86,3/30/1978,Male,MS,SEPARATED,APAC,Development,R&D,Manager,retirement,FALSE
2/19/2015,Ashley Vela,7iruCqtbKuMkeFa78h8egM,0,4273.42,8/20/1976,Female,BS,HIRED,APAC,Development,R&D,Entry,,FALSE
12/23/2015,Ashley Vela,7iruCqtbKuMkeFa78h8egM,10,4273.42,8/20/1976,Female,BS,UPDATED,APAC,Development,R&D,VP & above,,TRUE
6/11/2016,Florentina Norwood,Lgk5MYtryRc6WWC6MCCDrg,0,3650.29,4/6/1979,Female,BS,HIRED,APAC,Sales,Acct Mgmt,Senior,,FALSE
5/24/2012,Betty Ennis,oRhYQshiy6aNGAGYrxz57M,0,4670.75,5/20/1978,Female,BS,HIRED,APAC,Development,R&D,Senior,,FALSE
10/10/2014,Betty Ennis,oRhYQshiy6aNGAGYrxz57M,28,4670.75,5/20/1978,Female,BS,UPDATED,APAC,Development,Quality,Entry,,TRUE
9/11/2014,Betty Ennis,oRhYQshiy6aNGAGYrxz57M,27,4670.75,5/20/1978,Female,BS,UPDATED,APAC,Development,R&D,VP & above,,FALSE
12/24/2013,Betty Ennis,oRhYQshiy6aNGAGYrxz57M,19,4670.75,5/20/1978,Female,BS,UPDATED,APAC,Sales,Acct Mgmt,Senior,,FALSE
10/5/2013,Betty Ennis,oRhYQshiy6aNGAGYrxz57M,16,4670.75,5/20/1978,Female,BS,SEPARATED,APAC,Sales,Acct Mgmt,Senior,career change,FALSE
8/13/2015,Regina Marti,hHKSknNDXE4QoADyVSiPRa,0,4522.55,7/12/1984,Female,BS,HIRED,APAC,Sales,Acct Mgmt,VP & above,,FALSE
